http://purl.obolibrary.org/obo/NCBITaxon_10090	#	Mus musculus
http://purl.obolibrary.org/obo/CL_0000557	#	granulocyte monocyte progenitor cell
http://purl.obolibrary.org/obo/NCBITaxon_7955	#	Danio rerio
http://www.ebi.ac.uk/efo/EFO_0005180	#	CD1
http://purl.obolibrary.org/obo/NCBITaxon_10090	#	Mus musculus
http://purl.obolibrary.org/obo/UBERON_0004026	#	caudal ganglionic eminence
http://www.ebi.ac.uk/efo/EFO_0002563	#	embryonic day 12.5
http://www.ebi.ac.uk/efo/EFO_0002565	#	embryonic day 14.5
http://www.ebi.ac.uk/efo/EFO_0003045	#	H9 embryonic stem cell
http://purl.obolibrary.org/obo/CL_0002322	#	embryonic stem cell
http://purl.obolibrary.org/obo/NCBITaxon_9606	#	Homo sapiens
http://purl.obolibrary.org/obo/UBERON_0002371	#	bone marrow
http://www.ebi.ac.uk/efo/EFO_0001378	#	multiple myeloma
http://purl.obolibrary.org/obo/CL_0000786	#	plasma cell
http://purl.obolibrary.org/obo/NCBITaxon_9606	#	Homo sapiens
http://purl.obolibrary.org/obo/UBERON_0007795	#	ascitic fluid
http://www.ebi.ac.uk/efo/EFO_0001461	#	none
http://purl.obolibrary.org/obo/PATO_0000461	#	normal
http://purl.obolibrary.org/obo/CL_0000492	#	CD4-positive helper T cell
http://www.ebi.ac.uk/efo/EFO_0000764	#	HIV infection
http://purl.obolibrary.org/obo/NCBITaxon_9606	#	Homo sapiens
http://purl.obolibrary.org/obo/UBERON_0000178	#	blood
http://purl.obolibrary.org/obo/NCBITaxon_9606	#	Homo sapiens
http://purl.obolibrary.org/obo/PATO_0000383	#	female
http://purl.obolibrary.org/obo/HANCESTRO_0005	#	Caucasian
http://purl.obolibrary.org/obo/NCBITaxon_9606	#	Homo sapiens
http://www.ebi.ac.uk/efo/EFO_0000756	#	melanoma
http://www.ebi.ac.uk/efo/EFO_0001461	#	none
http://purl.obolibrary.org/obo/UBERON_0000014	#	skin
http://purl.obolibrary.org/obo/PATO_0000383	#	female
